AFKS;AFKS_TOT_REC;AFKS_BUY_REC;AFKS_SELL_REC;AFKS_BID_ASK;AFLT;AFLT_TOT_REC;AFLT_BUY_REC;AFLT_SELL_REC;AFLT_BID_ASK;AKRN;AKRN_TOT_REC;AKRN_BUY_REC;AKRN_SELL_REC;AKRN_BID_ASK;ALRS;ALRS_TOT_REC;ALRS_BUY_REC;ALRS_SELL_REC;ALRS_BID_ASK;BSPB;BSPB_TOT_REC;BSPB_BUY_REC;BSPB_SELL_REC;BSPB_BID_ASK;CHMF;CHMF_TOT_REC;CHMF_BUY_REC;CHMF_SELL_REC;CHMF_BID_ASK;DIXY;DIXY_TOT_REC;DIXY_BUY_REC;DIXY_SELL_REC;DIXY_BID_ASK;DSKY;DSKY_TOT_REC;DSKY_BUY_REC;DSKY_SELL_REC;DSKY_BID_ASK;UPRO;UPRO_TOT_REC;UPRO_BUY_REC;UPRO_SELL_REC;UPRO_BID_ASK;FEES;FEES_TOT_REC;FEES_BUY_REC;FEES_SELL_REC;FEES_BID_ASK;GAZP;GAZP_TOT_REC;GAZP_BUY_REC;GAZP_SELL_REC;GAZP_BID_ASK;GMKN;GMKN_TOT_REC;GMKN_BUY_REC;GMKN_SELL_REC;GMKN_BID_ASK;HYDR;HYDR_TOT_REC;HYDR_BUY_REC;HYDR_SELL_REC;HYDR_BID_ASK;IRAO;IRAO_TOT_REC;IRAO_BUY_REC;IRAO_SELL_REC;IRAO_BID_ASK;LKOH;LKOH_TOT_REC;LKOH_BUY_REC;LKOH_SELL_REC;LKOH_BID_ASK;LSRG;LSRG_TOT_REC;LSRG_BUY_REC;LSRG_SELL_REC;LSRG_BID_ASK;MAGN;MAGN_TOT_REC;MAGN_BUY_REC;MAGN_SELL_REC;MAGN_BID_ASK;MFON;MFON_TOT_REC;MFON_BUY_REC;MFON_SELL_REC;MFON_BID_ASK;MGNT;MGNT_TOT_REC;MGNT_BUY_REC;MGNT_SELL_REC;MGNT_BID_ASK;MOEX;MOEX_TOT_REC;MOEX_BUY_REC;MOEX_SELL_REC;MOEX_BID_ASK;MSNG;MSNG_TOT_REC;MSNG_BUY_REC;MSNG_SELL_REC;MSNG_BID_ASK;MTLR;MTLR_TOT_REC;MTLR_BUY_REC;MTLR_SELL_REC;MTLR_BID_ASK;MTSS;MTSS_TOT_REC;MTSS_BUY_REC;MTSS_SELL_REC;MTSS_BID_ASK;MVID;MVID_TOT_REC;MVID_BUY_REC;MVID_SELL_REC;MVID_BID_ASK;NLMK;NLMK_TOT_REC;NLMK_BUY_REC;NLMK_SELL_REC;NLMK_BID_ASK;NMTP;NMTP_TOT_REC;NMTP_BUY_REC;NMTP_SELL_REC;NMTP_BID_ASK;NVTK;NVTK_TOT_REC;NVTK_BUY_REC;NVTK_SELL_REC;NVTK_BID_ASK;PHOR;PHOR_TOT_REC;PHOR_BUY_REC;PHOR_SELL_REC;PHOR_BID_ASK;Poly;Poly_TOT_REC;Poly_BUY_REC;Poly_SELL_REC;Poly_BID_ASK;ROSN;ROSN_TOT_REC;ROSN_BUY_REC;ROSN_SELL_REC;ROSN_BID_ASK;RTKM;RTKM_TOT_REC;RTKM_BUY_REC;RTKM_SELL_REC;RTKM_BID_ASK;RUAL;RUAL_TOT_REC;RUAL_BUY_REC;RUAL_SELL_REC;RUAL_BID_ASK;SBER;SBER_TOT_REC;SBER_BUY_REC;SBER_SELL_REC;SBER_BID_ASK;SNGS;SNGS_TOT_REC;SNGS_BUY_REC;SNGS_SELL_REC;SNGS_BID_ASK;SVAV;SVAV_TOT_REC;SVAV_BUY_REC;SVAV_SELL_REC;SVAV_BID_ASK;TATN;TATN_TOT_REC;TATN_BUY_REC;TATN_SELL_REC;TATN_BID_ASK;TRMK;TRMK_TOT_REC;TRMK_BUY_REC;TRMK_SELL_REC;TRMK_BID_ASK;TRNFP;TRNFP_TOT_REC;TRNFP_BUY_REC;TRNFP_SELL_REC;TRNFP_BID_ASK;URKA;URKA_TOT_REC;URKA_BUY_REC;URKA_SELL_REC;URKA_BID_ASK;VSMO;VSMO_TOT_REC;VSMO_BUY_REC;VSMO_SELL_REC;VSMO_BID_ASK;VTBR;VTBR_TOT_REC;VTBR_BUY_REC;VTBR_SELL_REC;VTBR_BID_ASK;YNDX;YNDX_TOT_REC;YNDX_BUY_REC;YNDX_SELL_REC;YNDX_BID_ASK;TATNP;TATNP_TOT_REC;TATNP_BUY_REC;TATNP_SELL_REC;TATNP_BID_ASK;SNGSP;SNGSP_TOT_REC;SNGSP_BUY_REC;SNGSP_SELL_REC;SNGSP_BID_ASK;SBERP;SBERP_TOT_REC;SBERP_BUY_REC;SBERP_SELL_REC;SBERP_BID_ASK;RTKMP;RTKMP_TOT_REC;RTKMP_BUY_REC;RTKMP_SELL_REC;RTKMP_BID_ASK;PLZL;PLZL_TOT_REC;PLZL_BUY_REC;PLZL_SELL_REC;PLZL_BID_ASK;PIKK;PIKK_TOT_REC;PIKK_BUY_REC;PIKK_SELL_REC;PIKK_BID_ASK;NKNC;NKNC_TOT_REC;NKNC_BUY_REC;NKNC_SELL_REC;NKNC_BID_ASK;BANEP;BANEP_TOT_REC;BANEP_BUY_REC;BANEP_SELL_REC;BANEP_BID_ASK;BANE;BANE_TOT_REC;BANE_BUY_REC;BANE_SELL_REC;BANE_BID_ASK;LNTA;LNTA_TOT_REC;LNTA_BUY_REC;LNTA_SELL_REC;LNTA_BID_ASK;RNFT;RNFT_TOT_REC;RNFT_BUY_REC;RNFT_SELL_REC;RNFT_BID_ASK;RSTI;RSTI_TOT_REC;RSTI_BUY_REC;RSTI_SELL_REC;RSTI_BID_ASK;PHST;PHST_TOT_REC;PHST_BUY_REC;PHST_SELL_REC;PHST_BID_ASK
05/01/2015;2;1;0;0.0601;05/01/2015;14;6;1;0.0776;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;21.825;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.165;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.3202;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.5819;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.5143;16/06/2017;6;6;0;0.3504;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0081;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0886;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;13.6438;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0014;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0063;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;3.3894;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;7.9536;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0291;05/01/2015;4;2;0;3.3391;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;12.9487;05/01/2015;14;12;0;0.0979;16/12/2016;4;2;2;0.0069;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.079;05/01/2015;6;5;0;0.1924;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.5146;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.2439;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0206;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.7294;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;7.7257;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;5.4151;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.2136;05/01/2015;18;3;4;0.1836;30/12/2014;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;30/12/2014;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0321;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;1.9491;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.2577;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1969;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;573.7406;05/01/2015;6;0;1;0.189;05/01/2015;1;1;0;437.3012;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;8.1168;05/01/2015;11;6;2;1.5791;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0293;30/12/2014;11;9;1;#N/A N/A;05/01/2015;10;3;2;0.3098;16/06/2016;#N/A N/A;#N/A N/A;#N/A N/A;10.138;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;1.655;16/12/2015;2;2;0;0.9729;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;4.4851;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;5.0127;07/09/2015;0;0;0;3.5718;22/09/2017;2;0;1;2.9735;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0016;05/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;14.2356
06/01/2015;2;1;0;0.0228;06/01/2015;14;6;1;0.0678;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;11.852;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1391;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.2156;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.5892;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;4.1201;19/06/2017;6;6;0;0.4303;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0078;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.082;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;14.4356;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0014;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0063;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;3.8584;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;5.7459;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0242;06/01/2015;4;2;0;5.4177;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;13.2078;06/01/2015;14;12;0;0.0844;19/12/2016;4;2;2;0.0064;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1246;06/01/2015;6;5;0;0.1705;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.5661;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1327;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0099;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;1.3488;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;10.3924;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;5.6247;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1898;06/01/2015;18;3;4;0.2215;05/01/2015;16;10;0;#N/A N/A;05/01/2015;21;15;2;0.029;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0369;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.6106;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.4114;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.209;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;511.8806;06/01/2015;6;0;1;0.1738;06/01/2015;1;1;0;220.6928;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;8.1281;06/01/2015;11;6;2;0.7707;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0283;05/01/2015;10;8;1;0.0523;06/01/2015;10;3;2;0.3169;17/06/2016;#N/A N/A;#N/A N/A;#N/A N/A;10.2872;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;1.947;17/12/2015;2;2;0;1.3357;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.2974;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;3.2074;08/09/2015;0;0;0;2.7952;25/09/2017;2;0;1;3.2821;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0013;06/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;9.3004
08/01/2015;2;1;0;0.0291;08/01/2015;14;6;1;0.0598;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;19.4633;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1075;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.3256;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.5561;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.6378;20/06/2017;6;6;0;0.4851;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0049;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0796;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;8.528;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0009;08/01/2015;14;6;1;0.0063;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.1734;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;3.2695;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0251;08/01/2015;4;2;0;3.8632;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;12.6298;08/01/2015;14;12;0;0.0802;20/12/2016;4;2;2;0.0073;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0625;08/01/2015;6;5;0;0.1609;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.7805;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1169;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0149;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;1.1281;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;7.3591;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;6.3227;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1824;08/01/2015;18;3;4;0.119;06/01/2015;16;10;0;#N/A N/A;06/01/2015;21;15;2;0.028;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.034;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;1.9094;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.2716;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1814;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;479.4547;08/01/2015;6;0;1;0.16;08/01/2015;1;1;0;162.5;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;6.6048;08/01/2015;11;6;2;0.6408;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0251;06/01/2015;10;8;1;0.0576;08/01/2015;10;3;2;0.2475;20/06/2016;#N/A N/A;#N/A N/A;#N/A N/A;5.1446;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.3079;18/12/2015;2;2;0;0.9325;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;3.0039;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;5.1747;09/09/2015;0;0;0;2.7001;26/09/2017;2;0;1;4.1443;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0014;08/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;10.5013
09/01/2015;2;1;0;0.0238;09/01/2015;14;6;1;0.0604;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;12.6046;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0891;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.3262;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.6061;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.9074;21/06/2017;6;6;0;0.4007;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0075;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;09/01/2015;15;8;1;0.0864;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;11.7669;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0014;09/01/2015;14;6;1;0.0063;09/01/2015;16;15;0;2.0139;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;5.2163;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0227;09/01/2015;4;2;0;5.0114;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;14.1993;09/01/2015;14;12;0;0.0867;21/12/2016;4;2;2;0.0058;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0734;09/01/2015;6;5;0;0.1848;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.6359;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1209;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.015;09/01/2015;11;7;1;0.8498;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;8.7951;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;5.0697;09/01/2015;14;5;1;0.2266;09/01/2015;18;3;4;0.1393;08/01/2015;16;10;0;#N/A N/A;08/01/2015;21;15;2;0.0323;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0406;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.6614;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.3284;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.164;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;479.1444;09/01/2015;6;0;1;0.1938;09/01/2015;1;1;0;127.1961;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;6.5278;09/01/2015;11;6;2;0.5271;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0451;08/01/2015;10;8;1;0.0548;09/01/2015;10;3;2;0.2356;21/06/2016;#N/A N/A;#N/A N/A;#N/A N/A;4.6593;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;1.5136;21/12/2015;2;2;0;0.66;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.9333;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;5.4363;10/09/2015;0;0;0;2.6983;27/09/2017;2;0;1;4.4139;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0018;09/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;17.8271
12/01/2015;2;1;0;0.0218;12/01/2015;14;6;1;0.0641;12/01/2015;14;9;1;18.5958;12/01/2015;15;12;2;0.1026;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.325;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.6441;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;4.5456;22/06/2017;6;6;0;0.6132;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0055;12/01/2015;13;3;6;0.0001;12/01/2015;15;8;1;0.0876;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;12.0012;12/01/2015;15;1;9;0.0013;12/01/2015;14;6;1;0.0063;12/01/2015;16;15;0;1.9534;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;5.6509;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0238;12/01/2015;4;2;0;4.6384;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;13.1157;12/01/2015;14;12;0;0.1309;22/12/2016;4;2;2;0.0065;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0631;12/01/2015;6;5;0;0.2045;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.4619;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1097;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0144;12/01/2015;11;7;1;0.9956;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;11.048;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;6.9911;12/01/2015;14;5;1;0.2101;12/01/2015;18;3;4;0.1502;09/01/2015;15;9;1;#N/A N/A;09/01/2015;21;15;2;0.0334;12/01/2015;13;3;2;0.0449;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.0313;12/01/2015;15;5;3;0.2922;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.2074;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;566.3785;12/01/2015;6;0;1;0.2028;12/01/2015;1;1;0;145.3772;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;12/01/2015;21;14;0;5.9779;12/01/2015;11;6;2;0.9591;12/01/2015;17;12;0;0.0453;09/01/2015;10;8;1;0.0567;12/01/2015;10;3;2;0.1799;22/06/2016;#N/A N/A;#N/A N/A;#N/A N/A;5.5021;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.9453;22/12/2015;2;2;0;0.6717;12/01/2015;7;3;0;2.4076;12/01/2015;13;7;0;4.0737;11/09/2015;0;0;0;2.5633;28/09/2017;2;0;1;4.4184;12/01/2015;11;2;7;0.0013;12/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;8.8206
13/01/2015;2;1;0;0.0213;13/01/2015;14;6;1;0.0621;13/01/2015;14;9;1;13.6396;13/01/2015;15;12;2;0.1276;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.2369;13/01/2015;6;3;0;0.5609;13/01/2015;19;15;1;4.6568;23/06/2017;6;6;0;0.563;13/01/2015;14;11;0;0.0061;13/01/2015;13;3;6;0.0001;13/01/2015;15;8;1;0.0676;13/01/2015;4;2;0;9.3508;13/01/2015;15;1;9;0.0008;13/01/2015;14;6;1;0.0063;13/01/2015;16;15;0;1.5127;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.3343;13/01/2015;5;3;1;0.0218;13/01/2015;4;2;0;5.4751;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;12.6231;13/01/2015;13;11;0;0.0632;23/12/2016;4;2;2;0.0051;13/01/2015;2;0;2;0.0708;13/01/2015;6;5;0;0.2011;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.544;13/01/2015;6;3;0;0.1196;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0182;13/01/2015;11;7;1;0.7138;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;9.8142;13/01/2015;15;5;2;4.5988;13/01/2015;14;5;1;0.1783;13/01/2015;18;3;4;0.1163;12/01/2015;15;9;1;#N/A N/A;12/01/2015;21;15;2;0.0363;13/01/2015;13;3;2;0.0248;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;3.2464;13/01/2015;15;5;3;0.257;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.1871;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;428.9896;13/01/2015;6;0;1;0.1606;13/01/2015;1;1;0;120.0821;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;13/01/2015;21;14;0;5.0973;13/01/2015;11;6;2;0.7089;13/01/2015;17;12;0;0.0349;12/01/2015;10;8;1;0.058;13/01/2015;11;3;2;0.2362;23/06/2016;#N/A N/A;#N/A N/A;#N/A N/A;11.1593;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;1.1694;23/12/2015;2;2;0;0.7419;13/01/2015;7;3;0;2.5636;13/01/2015;13;7;0;3.8976;14/09/2015;0;0;0;3.4179;29/09/2017;2;0;1;2.2882;13/01/2015;11;2;7;0.0016;13/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;11.2303
14/01/2015;2;1;0;0.0217;14/01/2015;14;6;1;0.0729;14/01/2015;14;9;1;11.7371;14/01/2015;15;12;2;0.0969;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.269;14/01/2015;6;3;0;0.5837;14/01/2015;19;15;1;3.8838;26/06/2017;6;6;0;0.4486;14/01/2015;14;11;0;0.0068;14/01/2015;13;3;6;0.0001;14/01/2015;15;8;1;0.0592;14/01/2015;4;2;0;9.2613;14/01/2015;15;1;9;0.0009;14/01/2015;14;6;1;0.0063;14/01/2015;16;15;0;1.5456;14/01/2015;4;2;0;3.8286;14/01/2015;5;3;1;0.0235;14/01/2015;4;2;0;7.2849;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;11.503;14/01/2015;13;11;0;0.0621;26/12/2016;4;2;2;0.0096;14/01/2015;2;0;2;0.0725;14/01/2015;6;5;0;0.2974;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.9143;14/01/2015;6;3;0;0.1261;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0139;14/01/2015;11;7;1;0.6264;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;9.682;14/01/2015;15;5;2;4.1199;14/01/2015;14;5;1;0.1787;14/01/2015;18;3;4;0.0814;13/01/2015;15;9;1;#N/A N/A;13/01/2015;21;14;2;0.0323;14/01/2015;14;4;2;0.0237;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;2.0257;14/01/2015;16;6;3;0.2939;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.2029;14/01/2015;12;0;10;379.6664;14/01/2015;6;0;1;0.1873;14/01/2015;1;1;0;161.6867;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;0.0001;14/01/2015;21;14;0;4.617;14/01/2015;11;6;2;0.7183;14/01/2015;17;12;0;0.0345;13/01/2015;10;8;1;0.0519;14/01/2015;11;3;2;0.1651;24/06/2016;#N/A N/A;#N/A N/A;#N/A N/A;13.1243;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;1.6311;24/12/2015;2;2;0;0.9717;14/01/2015;7;3;0;1.8189;14/01/2015;13;7;0;2.4138;15/09/2015;0;0;0;3.5051;02/10/2017;2;0;1;2.3388;14/01/2015;11;2;7;0.0013;14/01/2015;#N/A N/A;#N/A N/A;#N/A N/A;12.2679
